repo	number	title	theme	bucket	priority	effort	human_gate	depends_on	evidence
smartwatermelon/dev-env	139	reconcile repo-parent and agent-home directories	repo-hygiene	PARK	P3	L	Andrew: directory layout + marketplace consolidation decisions	none	Cross-machine directory reorganization; too large and risky for a 6-day window
smartwatermelon/dev-env	95	Research: work around Claude Code Cloud's session-fixed MCP tool list	mcp-research	PARK	P3	L	none	none	Body says "Not an immediate priority"
smartwatermelon/dev-env	96	Experiment: per-MCP-server subagents to keep tool schemas out of main context	mcp-research	PARK	P3	M	none	#94	Experimental; trial task is #94's Netlify pass
smartwatermelon/dev-env	159	Reassess the local development workflow against current models and bottlenecks	strategy	PARK	P3	L	none	none	Filed 09-24 from Notion; natural umbrella for #114/#137/#138/#119/#142. Not a 6-day item
smartwatermelon/dev-env	160	Outline cohesive Claude Code workflow toolkit and practitioner guide	strategy	PARK	P3	L	none	#159	Filed 09-24; documentation/book idea, outline only after #159
twistedmelonman/dotfiles	247	Recovered review findings for dotfiles from the pending-issues fallback queue (13 items)	review-findings-batch	CLOSE-WONTDO?	P3	S	none	none	2026-08-30 triage: 6 fixed, 2 non-findings; item .1 (SHA-pin) superseded by ref-pin policy for first-party refs in github-workflows/zizmor.yml; .6/.8/.11 latent by own admission; carry .2 (tolerate_upgrade_failure, functions.sh:409, still present) into #312's functions.sh PR
twistedmelonman/dotfiles	296	Non-blocking review findings from PR #295 (2)	finicky-pwa	CLOSE-WONTDO	P3	S	none	none	Both items are deliberate tradeoffs already explained in finicky.js comments (uninstalled-PWA handler drops URL; out-of-scope subdomains); nothing to do
twistedmelonman/dotfiles	298	Non-blocking review findings from PR #297 (2)	finicky-pwa	PARK	P3	S	none	none	Still present on main: generate-config.sh:185-192 leaks tmp_dir if cp fails under set -e; FINICKY_RESTART_CMD documented at :30 only as an env override. Personal tool, not dev-env end state
twistedmelonman/dotfiles	301	Re-evaluate test-pre-push-scan-timeout.sh's real-world cost, post scoping change	thin-out-tests	CLOSE-DONE?	P2	S	none	dev-env#140,dev-env#141,dev-env#111	"dotfiles#351 (a8789fa, ""Advances #301""): file 197s->20.6s, suite 234s->60.7s with known-bad gates; question answered. Remaining epic work lives in dev-env#140/#141/#111; hook defect split to #350. Epic member: confirm before closing"
twistedmelonman/dotfiles	303	gh-wrapper: cache the GH_TOKEN identity lookup instead of one gh api user call per invocation	gh-identity-routing	CLOSE-DUP?	P3	M	none	dotfiles#336	Not built (gh-wrapper.sh:316 still calls gh api user); dotfiles#336 per-invocation owner-keyed token selection removes the lookup entirely and names #303 as subsumed
twistedmelonman/dotfiles	304	Record why .git/config's uchg tripwire is intentionally absent, so it is not re-added reflexively	test-isolation	LAND	P3	S	none	none	Not done: bash/tests/lib/git-env-isolation.sh has no uchg note; no core.hooksPath post-suite assertion. Guards L1 remediation (STATUS)
twistedmelonman/dotfiles	307	Chrome: brew cask upgrade leaves running instance without network (sub-case of #312)	brew-cask-upgrade	CLOSE-DUP?	P2	S	none	dotfiles#312	Author reframed as Chrome instance of #312 on 2026-09-09; same fix covers both; kept open only as the Chrome example
twistedmelonman/dotfiles	312	brew cask upgrade breaks running network-accessing apps until relaunch	brew-cask-upgrade	LAND?	P2	S	Andrew confirms option 1 (exclude chrome/iterm2 casks) vs 2/3	none	Not fixed: functions.sh:357-397 only splits formula/cask by interactivity; no cask exclusion or running-app notice. Option 1 is S and covers both known cases
twistedmelonman/dotfiles	315	gh-wrapper: add per-repo override for off-org draft-forcing	gh-wrapper-features	PARK	P3	M	none	dotfiles#336	"Enhancement for andrewmrich/beacon-issues friction; ""Not fixing this now"" in body; shares owner-resolution path with #336"
twistedmelonman/dotfiles	317	flaky: SIGTERM forward assertion races the stub's pidfile write	test-flake	CLOSE-DONE	P2	S	none	none	"Fixed by dotfiles#320 (d9bb4f9): waits for pidfile before SIGTERM, separates ""stub never started""; 20/20 under load. #320 closed duplicate dotfiles#319, not this one"
twistedmelonman/dotfiles	321	prettier pre-commit hook fails in repos with nested package node_modules (cwd-relative plugin resolution)	precommit-hooks	LAND?	P2	S	none	none	Unfixed: pre-commit/config.yaml:184 still runs npx prettier from repo root; issue carries a locally-verified entry replacement. Blocks TS/JS commits in Beacon repos (workaround SKIP=prettier)
twistedmelonman/dotfiles	323	gh-wrapper: validate labels before dispatch — prompt interactively, abort with valid labels otherwise	gh-wrapper-features	PARK	P3	L	none	none	"Write-up only, ""Not scheduled and not started""; convenience, not dev-env end state"
twistedmelonman/dotfiles	326	README clone URLs still point at pre-migration smartwatermelon/dotfiles	org-migration-cleanup	LAND?	P3	S	"FLAG: Deferred-by-decision ""Five retired repo paths"" (ticket 4746770) — if released, dotfiles moves back to smartwatermelon"	none	README.md:159,164 still smartwatermelon/dotfiles; 2-line fix, but would flip back if the retired-path ticket succeeds
twistedmelonman/dotfiles	327	Chrome drops PWA launch URLs: two faults (missing shim bundle; first-launch-only delivery)	finicky-pwa	CLOSE-WONTDO?	P3	S	optional: Andrew files Chromium bug for fault 1	none	"Body: ""Impact on this repo: None to the code""; Finicky/template/generator exonerated; fault 1 fixed by reinstall; fault 2 is upstream Chrome. Research record, no repo action"
twistedmelonman/dotfiles	330	gh-wrapper: positional OWNER/REPO skips identity switch, runs Beacon repos as personal account	gh-identity-routing	PARK	P2	M	Retrieve unpushed branch claude/fix-gh-wrapper-positional-owner-a1b83c19 (1b8e12d/4555c7c) from arich-mac	dotfiles#336	Not on main (_gh_wrapper_resolve_owner parses only -R/--owner/origin); branch absent from this clone. #336 deliberately folds it in; impact corrected to 404s, not writes
twistedmelonman/dotfiles	336	Replace global 'gh auth switch' with owner-keyed per-invocation tokens (races; two live reproductions)	gh-identity-routing	PARK?	P1	L	Andrew decides default-owner and router precedence (open questions 2-4)	claude-wrapper#126	"Not built: gh-wrapper.sh:410 still calls gh auth switch; GH_TOKEN_SWM/NOS/TWM now loaded (claude-wrapper#127) so inputs exist. STATUS: ""What remains is routing"". Suspected dup of claude-config#530"
twistedmelonman/dotfiles	339	gh-wrapper: off-org draft enforcement bypassed by calling the real binary at an absolute path	gh-guard-bypass	PARK?	P1	M	Andrew picks layer (wrap binary / PreToolUse / Beacon CLAUDE.md wording)	dev-env#158	No claude-config hook matches an absolute-path gh; incident produced a non-draft beacon-biosignals PR. dev-env#158 (MCP holds credentials) is the structural superset
twistedmelonman/dotfiles	340	Documents installed and symlinked everywhere: a home for VOICE.md and its class	personify-voice	PARK	P3	L	Andrew answers doc-count/machine-count questions; new private repo	none	Not doing now; payload is personify VOICE.md; product-adjacent, not dev-env end state
twistedmelonman/dotfiles	345	Non-blocking review findings from PR #344 (2)	zizmor-config-drift	PARK	P3	S	none	claude-config#539	Item 1 is unexercised by design (no repo uses .github/zizmor.yml); item 2 vendored zizmor/zizmor.yml still present, drift check skips without sibling checkout
twistedmelonman/dotfiles	350	run_bounded's watchdog fallback kills a pid, not a process group, so a timed-out scan's children survive	prepush-semgrep-timeout	PARK	P2	M	none	none	Unfixed in git/hooks/pre-push; first step is to measure whether semgrep workers outlive parent; needs #258-style race analysis. Test half landed in #351
twistedmelonman/dotfiles	355	Approval gate does not inspect gh pr create --fill	personify-gate	LAND	P3	S	none	none	Decision recorded (option 1: pre-approved); not implemented: gh-wrapper.sh has no --fill mention and no tests pin it
twistedmelonman/dotfiles	356	Template .claude/README.md never deploys: */README.md symlink exclusion matches it	template-deploy	LAND	P2	S	Run install.sh --sync on TILSIT/MIMOLETTE after merge	none	Still present: lib-symlink-exclusions.sh:42 */README.md with no git/template/* carve-out; fix and test described in body
twistedmelonman/huddle-transcribe	16	Non-blocking review findings from PR #15 (1)	ci-review-skip-green	CLOSE-DUP	P3	S	none	dev-env#116	Only item is the green-SKIP on workflow-touching PRs = dev-env#116 (also github-workflows#173)
twistedmelonman/huddle-transcribe	21	add post-completion hooks	huddle-features	PARK	P3	M	none	none	One-line feature idea; product work
twistedmelonman/huddle-transcribe	23	(optional) DONE dialog with link to transcript	huddle-features	PARK	P3	S	none	none	Empty body, self-labelled optional; product work
twistedmelonman/huddle-transcribe	29	Non-blocking review findings from PR #28 (2)	ci-review-skip-green	CLOSE-DUP?	P3	S	none	dev-env#116	Item 1 = dev-env#116; item 2 moot: canonical zizmor.yml policy ref-pins smartwatermelon/github-workflows/* and standards-check is green on last 3 runs
twistedmelonman/huddle-transcribe	30	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539	zizmor.yml still on main; issue says fold into next PR, no standalone PR
twistedmelonman/huddle-transcribe	34	transcribe writes a second transcript when a session is retitled	huddle-bugs	PARK	P3	M	none	none	Unfixed: OUT_BASENAME from current title (huddle-transcribe:510); id-glob only on --mark-reviewed path (:536); not reproduced
twistedmelonman/huddle-transcribe	36	README documents the wrong skill install pattern	huddle-docs	PARK	P3	S	none	none	README.md:316 still symlinks the directory; product repo
twistedmelonman/huddle-transcribe	37	Sessions under MIN_DURATION_SECONDS are unreachable, even by explicit session id	huddle-bugs	PARK	P2	S	none	none	Unfixed: MIN_DURATION_SECONDS=300 bare at :22, filter at :186 applies to explicit id; hit in real use 2026-09-22. S fix if wanted before 9/30
twistedmelonman/personify	44	Mine a 30-year corpus (Gmail, Usenet, Slashdot) into VOICE.md	personify-voice	PARK	P3	L	Google Takeout request	none	"Product work; body says ""Not blocking anything"""
twistedmelonman/personify	71	feature: add a simple self-test / health-check for the MCP	personify-mcp	PARK	P3	M	none	none	Product work; bridge rewritten in 2.0 (#94/#98); re-check need against key-preflight.ts before starting
twistedmelonman/personify	80	Both arms omitted provenance: report never said findings were read, not observed	personify-rules	CLOSE-WONTDO	P3	S	none	none	Fix location obsolete: 2.0 (#91, 88aec1b) removed the two-arm harness and groups V/W/Z. The provenance concern survives; re-express it as a VOICE.md work-register edit (private file) rather than a skill rule
twistedmelonman/personify	81	CodeQL reports neutral on every PR: 3 configurations run on main but not on PR heads	codeql-neutral	PARK	P3	S	none	none	Narrowed, not obsolete: neutral only on Dependabot heads (#102; #75 earlier), success on human PRs #99/#101. Hook no longer blocks (claude-config#487 blocks required only). Still valid S action: trim 5-entry default-setup language list
twistedmelonman/personify	84	CI does not require a version bump when versioned content changes, so a merged change can reach no install	personify-ci	PARK	P3	M	none	none	Not built: validate.yml has no version check; path list must be redone for 2.0 layout (rules/structure.md)
twistedmelonman/personify	88	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539	zizmor.yml still on main; fold into next PR
twistedmelonman/personify	93	A light edit of hand-written prose came back AI 1.0; consider passing human-reading input through unchanged	personify-rules	PARK	P3	M	Andrew collects paired human samples	none	Design question; needs more samples per body; product work
twistedmelonman/personify	95	mcp: bridge skips the config VOICE.md when PERSONIFY_VOICE is stale	personify-mcp	PARK	P3	S	none	none	Unfixed: mcp-server/src/paths.ts:21 still PERSONIFY_VOICE || config path, no Step-0 fallthrough; only bites misconfigured setups
smartwatermelon/claude-wrapper	57	Add per-project model/effort auto-selection	wrapper-features	PARK	P3	L	Andrew decides tiering rules	none	New functionality; body routes through plan flow; not dev-env end state
smartwatermelon/claude-wrapper	124	Keyring OAuth token remains reachable, bypassing the restricted GH_TOKEN	gh-guard-bypass	PARK?	P2	M	Andrew decides fate of F4 escape hatch (gh-wrapper prints env -u GH_TOKEN rerun) before blocking it	dev-env#158	"No claude-config hook blocks gh auth switch/token or env -u GH_TOKEN; blocking conflicts with F4 hatch and secret-leak test's ""the workaround"". dev-env#158 is superset"
smartwatermelon/claude-wrapper	126	Per-session token selection breaks cross-owner work, and selected the wrong token here	gh-identity-routing	LAND?	P1	S	none	none	Symptom masked by #127 (3ed0d39, all 3 PATs loaded); root cause unfixed: credentials.sh:181 still trusts inherited GH_TOKEN. Remaining: sentinel default (S); per-invocation half is dotfiles#336. Suspected overlap claude-config#530
smartwatermelon/github-workflows	154	Replace the CI judgment reviewer with a deterministic standards check (per dev-env#60)	standards-check-rollout	PARK	P2	S	none	dev-env#147	Sole owner of the retirement phase (remove claude-review, callers, major tag, nightowl-restore script, tokens): STATUS names the phase but cites no issue, dev-env#147 is W3 only. Phases 1-3 done (#162/#164/#165). Resume after W3 proven in enforcement
smartwatermelon/github-workflows	168	standards-check: shellcheck SC1091 fails on sibling sources because CI's checkout layout differs from local	standards-check-parity	CLOSE-DONE	P2	S	none	none	Fixed by github-workflows#172 (a93fe43, standards/shellcheckrc external-sources+source-path=SCRIPTDIR), deployed: standards-check-v1 -> a93fe43. Repro: bare=SC1091 rc1, canonical rc=rc0. Local half is claude-config#504
smartwatermelon/github-workflows	173	claude-blocking-review reports green on workflow-only PRs, so the required check passes unreviewed	ci-review-skip-green	CLOSE-DUP	P2	S	none	dev-env#116	Same defect as dev-env#116 (filed earlier, 09-10); body claims no existing issue but searched only claude-config numbers. Still present: claude-blocking-review.yml:360-362. Moot after reviewer retirement phase
smartwatermelon/github-workflows	175	look into uses variant syntax	gha-research	PARK	P3	S	none	none	Two-line research note from work Slack; no dev-env dependency
smartwatermelon/claude-code-workflows-agents	22	Non-blocking review findings from PR #15 (1)	review-findings-batch	CLOSE-WONTDO	P3	S	none	none	No call sites to migrate: no import anthropic / from anthropic anywhere in plugins/plugin-eval (only declared in pyproject.toml:19)
smartwatermelon/claude-code-workflows-agents	25	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539	zizmor.yml still on main; fold into next PR
smartwatermelon/claude-code-workflows-agents	28	Add independent OWASP-oriented security review agent	agent-features	PARK	P3	L	none	none	Filed 2026-09-24 from Notion; new design work; not dev-env end state
smartwatermelon/lock-sync	42	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539	zizmor.yml still on main; fold into next PR
smartwatermelon/lock-sync	44	Explore unlock-time Synergy client recovery and service cycling	lock-sync-features	PARK	P3	M	none	none	Filed 2026-09-24 from Notion; product investigation
smartwatermelon/lock-sync	45	Investigate 1Password interaction after Synergy keyboard lock	lock-sync-features	PARK	P3	M	Andrew reproduces on controller	none	Filed 2026-09-24 from Notion; product investigation
smartwatermelon/smartwatermelon-marketplace	25	consolidate all skills, plugins, and other Claude tools	marketplace-vision	CLOSE-WONTDO?	P3	L	Andrew confirms	none	Generic platform vision (ratings, revenue, SSO, mobile) far beyond a personal plugin marketplace; no concrete deliverable
smartwatermelon/smartwatermelon-marketplace	29	Non-blocking review findings from PR #28 (1)	stale-hook-scaffold	LAND?	P3	S	none	none	.claude/hooks/extensions/example.sh.disabled still tracked here (and in qwen-sidebar); fleet removal (dev-env#110, dotfiles#318) missed this repo. Deleting the file closes the finding
smartwatermelon/smartwatermelon-marketplace	30	code-critic version drift: marketplace.json says 1.3.0, plugin.json says 1.4.0	plugin-version-drift	LAND	P3	S	none	none	Still drifted on main 13bc848: marketplace.json code-critic 1.3.0 vs plugin.json 1.4.0; code-critic is the adversarial reviewer plugin
smartwatermelon/scripts	180	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539,dev-env#85	zizmor.yml still on main; fold into next PR (e.g. dev-env#85 work)
smartwatermelon/scripts	185	Consolidate personal scripts and LaunchAgent installation	scripts-install	PARK	P3	L	Andrew confirms topology	none	Filed 2026-09-24 from Notion; body says implement only after topology confirmed
smartwatermelon/pr-review	20	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539	zizmor.yml still on main; fold into next PR
smartwatermelon/repo-template	9	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	LAND?	P2	S	none	claude-config#539	zizmor.yml still on main 7e29da2; template re-seeds a frozen copy into every new repo (known repo-template drift pattern), so waiting for an incidental PR keeps minting copies
smartwatermelon/vpn-lan-bridge	20	Non-blocking review findings from PR #19 (1)	floating-tag-convention	CLOSE-DONE	P3	S	none	none	"Close condition met: github-workflows README:168 ""@v3 Recommended for all callers""; zizmor policy ref-pins first-party; all vpn-lan-bridge callers float"
smartwatermelon/.github	15	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539,dev-env#89	zizmor.yml still present (API); fold into dev-env#89 PR, which touches this repo
nightowlstudiollc/.github	19	Delete repo-local zizmor.yml — canonical config now resolves from github-workflows	zizmor-copy-cleanup	PARK	P3	S	none	claude-config#539	zizmor.yml still present (API); fold into next PR
